rates,,events,
X,Y,X,Y
-0.9383852671342251,0.7236947791164652,-0.9378708551483421,52.91999999999996
-0.8132838832619085,0.691566265060239,-0.8125654450261781,35.56
-0.687155329915048,0.707630522088353,-0.6879581151832461,22.959999999999923
-0.5624440459251401,0.768674698795178,-0.562652705061082,20.71999999999997
-0.43771592309138696,0.7911646586345382,-0.437696335078534,13.719999999999999
-0.31307620418782034,1.0160642570281113,-0.31204188481675377,13.719999999999999
-0.1879032552291625,0.8200803212851411,-0.187434554973822,9.519999999999925
-0.062417384422385425,1.5076305220883532,-0.062478184991274,12.879999999999882
