rates,,events,
X,Y,X,Y
-0.9366692242753308,0.636563749549401,-0.9361282428582307,73.81993653883194
-0.8114588656540669,0.6836960116105599,-0.8115950497661761,55.64632057013674
-0.6865195130923757,0.5518897824316951,-0.6867130242004743,30.48285230578955
-0.5613313908657434,0.6501479630298506,-0.5614821661611253,31.321634581267773
-0.43679507295675013,0.6429633839243771,-0.4366001405954235,25.450158652920095
-0.31161112005411107,0.7508076742482195,-0.31136928255607443,25.450158652920095
-0.18677461081759106,0.8554588183029628,-0.1861384245167259,20.41746500005067
-0.06154757490035345,0.8642466414613748,-0.06125639895102364,19.29908863274636
